note_id,type,cleaned_title,cleaned_desc,time,user_id_x,nickname_x,liked_count_x,collected_count,comment_count,share_count,ip_location_x,tag_list,source_keyword,combined_text,processed,label_h
67852f830000000020016f1d,video,3 Tips for TikTok refugees,Hi TikTok refugees welcome to Xiaohongshu Rednote Here are 3 tips I would like to share with you hope it can help you gain more followers here Any questions feel free to ask tiktokrefugee tiktok rednote tiktokban tiktokrefugee2025,2025/1/13 14:53,5f15a6400000000001007fbb,西瓜奶酪球,2107,267,174,53,其他,"tiktokrefugee,tiktok,rednote,tiktokban,tiktokrefugee2025",Tiktok refugee,3 Tips for TikTok refugees. Hi TikTok refugees welcome to Xiaohongshu Rednote Here are 3 tips I would like to share with you hope it can help you gain more followers here Any questions feel free to ask tiktokrefugee tiktok rednote tiktokban tiktokrefugee2025,tips tiktok refugees hi tiktok refugees welcome xiaohongshu rednote tips like share hope help gain followers questions feel free ask tiktokrefugee tiktok rednote tiktokban tiktokrefugee,1.0
67852b85000000000b01793e,normal,Can you TT refugees be my French conversation partner 有洋抖难民们能当我的法语语伴吗 Hey Im into French and currently at the A1 beginner level I speak English and Chinese and Im looking for a foreign buddy who can chat in French with me We can practice languag,Can you TT refugees be my French conversation partner 有洋抖难民们能当我的法语语伴吗 Hey Im into French and currently at the A1 beginner level I speak English and Chinese and Im looking for a foreign buddy who can chat in French with me We can practice languages together And if youre curious about Chinese I can teach you too Lets team up 我是一名法语爱好者目前正在A1入门阶段学习我会说英语和中文想找会说法语的外国友人当我的语伴我们可以一起聊天学习语言如果你对中文感兴趣我也可以教你,2025/1/13 14:53,64a2d307000000001f005956,牛油果,15,2,17,0,中国,"法语,tiktokrefugee,tiktok,tiktokrefugee2025,语伴,英语,中文,mandarin,foreigners,American", Looking for chat friends,Can you TT refugees be my French conversation partner 有洋抖难民们能当我的法语语伴吗 Hey Im into French and currently at the A1 beginner level I speak English and Chinese and Im looking for a foreign buddy who can chat in French with me We can practice languag. Can you TT refugees be my French conversation partner 有洋抖难民们能当我的法语语伴吗 Hey Im into French and currently at the A1 beginner level I speak English and Chinese and Im looking for a foreign buddy who can chat in French with me We can practice languages together And if youre curious about Chinese I can teach you too Lets team up 我是一名法语爱好者目前正在A1入门阶段学习我会说英语和中文想找会说法语的外国友人当我的语伴我们可以一起聊天学习语言如果你对中文感兴趣我也可以教你,tt refugees french conversation partner hey im french beginner level speak english chinese im looking foreign buddy french practice languag tt refugees french conversation partner hey im french beginner level speak english chinese im looking foreign buddy french practice languages youre curious chinese teach lets team,
678533f8000000000b015169,video,is there any tiktok refugee,welcome to my future foreign fans Btw what does moots mean hello 来点不一样的 外国人 tiktok refugee american tiktok难民 颜值打分 不玻璃心 中外审美差异,2025/1/13 14:53,60f3cc77000000000100ae7b,Chan,1.1万,417,3880,104,美国,"hello,来点不一样的,外国人,tiktok,refugee,american,tiktok难民,颜值打分,不玻璃心,中外审美差异",Tiktok refugee,is there any tiktok refugee. welcome to my future foreign fans Btw what does moots mean hello 来点不一样的 外国人 tiktok refugee american tiktok难民 颜值打分 不玻璃心 中外审美差异,tiktok refugee welcome future foreign fans btw moots mean hello tiktok refugee american tiktok,
678536e90000000001001317,normal,Another TikTok refugee,Hello Im an American tiktok refugee Im happy to be here as long as were welcome and Im excited to meet new friends I dont speak Mandarin so Im using a translator but I look forward to learning 你好我是美国抖音难民只要我们受欢迎我很乐意来到这里我很高兴认识新朋友 我不会说普通话所以我用的是翻译器但我期待学习,2025/1/13 0:00,67849996000000000803f1d8,masonxrae,10+,10+,10+,10+,美国,"american,tiktokrefugee,tiktok",Tiktok refugee,Another TikTok refugee. Hello Im an American tiktok refugee Im happy to be here as long as were welcome and Im excited to meet new friends I dont speak Mandarin so Im using a translator but I look forward to learning 你好我是美国抖音难民只要我们受欢迎我很乐意来到这里我很高兴认识新朋友 我不会说普通话所以我用的是翻译器但我期待学习,tiktok refugee hello im american tiktok refugee im happy welcome im excited meet new friends dont speak mandarin im using translator look learning,
67806d21000000000203fe4f,normal,Tiktok Refugee在香港,Happy New Year to everyone Hong Kong is so pretty but so crowded I was very confused walking around 扶墙R,2025/1/10 0:00,60a15b65000000000101c96f,Bianco白岸珂,10+,8,10+,4,其他,"tiktokrefugee,tiktok难民,newyear",Tiktok refugee,Tiktok Refugee在香港. Happy New Year to everyone Hong Kong is so pretty but so crowded I was very confused walking around 扶墙R,tiktok refugee happy new year everyone hong kong crowded confused walking,
67854dcc000000001703a617,normal,TikTok refugee,First and foremost thank you for welcoming us onto this app Im matt 28 years old single dad with a princess construction truck driver from sin city I ride harleys and go fishing on my boat in my free time Looking for others that enjoy the same activities to share similar content with Follow for follow with anyone thats welcoming Im here for a good time not to start dumpster fires,2025/1/14 0:00,6784e2ef000000000801cd35,Matt D,2.2万,1276,9508,4348,美国,"american_refugees,tiktok,motorcycle,fishing,boating,harley,toyota",Tiktok refugee,TikTok refugee. First and foremost thank you for welcoming us onto this app Im matt 28 years old single dad with a princess construction truck driver from sin city I ride harleys and go fishing on my boat in my free time Looking for others that enjoy the same activities to share similar content with Follow for follow with anyone thats welcoming Im here for a good time not to start dumpster fires,tiktok refugee foremost thank welcoming app im years old single dad princess construction truck driver sin city ride harleys go fishing boat free time looking others enjoy activities share similar content follow follow anyone thats welcoming good time start dumpster fires,
678552dc000000001703fea4,normal,american refugee,hello here to help with your english homework,2025/1/14 0:00,6785431e000000000803f6aa,kaylyn,10+,1,10+,1,美国,tiktokrefugee,Tiktok refugee,american refugee. hello here to help with your english homework,american refugee hello help english homework,
6777d605000000000900f8ac,video,Looking for a man in finance,maninfinance funny English 英语口语,2025/1/3 13:13,66f354d6000000001d032cf3,Michael Jiang,16.2万,3223,3539,1674,其他,"maninfinance,funny,English,英语口语", Looking for chat friends,Looking for a man in finance. maninfinance funny English 英语口语,looking man finance maninfinance funny english,
67856c340000000001003c74,video,Im a TikTok refugee I come in peace,cover singing tiktokrefugee beabadoobee thatsthewaythingsgo hello hi 我又在乱来 不是专业的,2025/1/13 20:26,678473740000000008018538,Livia.jk,4.3万,1858,9870,817,其他,"cover,singing,tiktokrefugee,beabadoobee,thatsthewaythingsgo,hello,hi,我又在乱来,不是专业的",Tiktok refugee,Im a TikTok refugee I come in peace. cover singing tiktokrefugee beabadoobee thatsthewaythingsgo hello hi 我又在乱来 不是专业的,im tiktok refugee come peace cover singing tiktokrefugee beabadoobee thatsthewaythingsgo hello hi,
678583a900000000010086ed,video,Thank you so much for having us,Tiktokrefugee,2025/1/13 20:26,678480f6000000000803cdef,Absolute_Ana,1万+,1千+,1千+,10+,美国,Tiktokrefugee,tiktokrefugee,Thank you so much for having us. Tiktokrefugee,thank much tiktokrefugee,
678563e3000000000800df5b,normal,Just a tiktok refugee,Just a tiktok refugee,2025/1/13 20:26,678557a4000000000803d752,Leslie H,2666,77,1249,103,美国,Sylus,Tiktok refugee,Just a tiktok refugee. Just a tiktok refugee,tiktok refugee tiktok refugee,
678555e9000000001801009e,normal,你好来自 tiktok,Tiktok refugee from the US Midwesterner I play a lot of otome but my current obsession is LaDs I like them all but Im mostly a Sylus and Zayne girlie Hoping for a new start,2025/1/14 0:00,678451570000000008019ed0,Dez,10+,10+,10+,10+,美国,恋与深空,Tiktok refugee,你好来自 tiktok. Tiktok refugee from the US Midwesterner I play a lot of otome but my current obsession is LaDs I like them all but Im mostly a Sylus and Zayne girlie Hoping for a new start,tiktok tiktok refugee midwesterner play otome current obsession lads im sylus zayne girlie hoping new start,
678589f9000000001a035b40,normal,TikTok refugee 抖音难民,你好我是来自美国的新人很高兴来到这里 Hi im from the usa and im happy to be here 有人想成为互惠生吗 Anyone want to be moots,2025/1/14 0:00,678534640000000008019cd4,小红薯67865333,10+,5,10+,2,中国,,Tiktok refugee,TikTok refugee 抖音难民. 你好我是来自美国的新人很高兴来到这里 Hi im from the usa and im happy to be here 有人想成为互惠生吗 Anyone want to be moots,tiktok refugee hi im usa im happy anyone want moots,
6785942a0000000001009967,normal,Hello Im a TikTok refugee from WeiMing,你们好我是亚特姆Artem我很高兴认识红色的书上的大家你们非常温暖谢谢你们 Hello im a TikTok refugee from WeiMing Im a lawyer and a law firm partner I like watching movies in my spare time So maybe m gonna share some movie reviews please also recommend me some Chinese movies i really wanna know more about Chinese culture Lots of thanks,2025/1/14 0:00,60794ef90000000001009277,Jovienne,1千+,10+,10+,10+,美国,"tears_of_themis,artem,libra,tiktok_refugee,refugee,未定事件簿,未定事件簿左然,左然",Tiktok refugee,Hello Im a TikTok refugee from WeiMing. 你们好我是亚特姆Artem我很高兴认识红色的书上的大家你们非常温暖谢谢你们 Hello im a TikTok refugee from WeiMing Im a lawyer and a law firm partner I like watching movies in my spare time So maybe m gonna share some movie reviews please also recommend me some Chinese movies i really wanna know more about Chinese culture Lots of thanks,hello im tiktok refugee weiming artem hello im tiktok refugee weiming im lawyer law firm partner watching movies spare time gon share movie reviews please recommend chinese movies wan na know chinese culture lots thanks,
67856337000000000203f7d5,video,TikTok RefugeeTikTok难民,Sorry if the translation is wrong I used Google Translate如果翻译有误请见谅我使用了谷歌翻译,2025/1/14 0:00,67853d49000000000801f050,Simply.Kelso,904,40,164,8,美国,,Tiktok refugee,TikTok RefugeeTikTok难民. Sorry if the translation is wrong I used Google Translate如果翻译有误请见谅我使用了谷歌翻译,tiktok refugeetiktok sorry translation wrong used google translate,
67854dcc000000001703a617,normal,TikTok refugee,First and foremost thank you for welcoming us onto this app Im matt 28 years old single dad with a princess construction truck driver from sin city I ride harleys and go fishing on my boat in my free time Looking for others that enjoy the same activities to share similar content with Follow for follow with anyone thats welcoming Im here for a good time not to start dumpster fires,2025/1/13 17:40,6784e2ef000000000801cd35,Matt D,2.2万,1276,9508,4348,美国,"american_refugees,tiktok,motorcycle,fishing,boating,harley,toyota",Tiktok refugee,TikTok refugee. First and foremost thank you for welcoming us onto this app Im matt 28 years old single dad with a princess construction truck driver from sin city I ride harleys and go fishing on my boat in my free time Looking for others that enjoy the same activities to share similar content with Follow for follow with anyone thats welcoming Im here for a good time not to start dumpster fires,tiktok refugee foremost thank welcoming app im years old single dad princess construction truck driver sin city ride harleys go fishing boat free time looking others enjoy activities share similar content follow follow anyone thats welcoming good time start dumpster fires,
678510150000000001008569,normal,老外你们忘关收藏夹了,Another RedNote trick to all TikTok refugees did you guys know your save feature isnt private Now we all know that you are trying to learn basic mandarin And we are not gonna teach you how to turn it off,2025/1/13 12:06,5aa53831db2e60236e72fb8f,安波鞭腕虾,1万+,10+,1千+,1千+,北京,"Tiktokrefugee,tiktok,us,fyp",tiktokrefugee,老外你们忘关收藏夹了. Another RedNote trick to all TikTok refugees did you guys know your save feature isnt private Now we all know that you are trying to learn basic mandarin And we are not gonna teach you how to turn it off,rednote trick tiktok refugees guys know save feature isnt private know trying learn basic mandarin gon teach turn,
6785be40000000000203f8de,normal,Is there a big musical theatre community in China 害羞R Im trying to find my people and build my algorithm brick by brick 中国有大型音乐剧社区吗害羞R 我正试图找到我的人并逐块构建我的算法,Is there a big musical theatre community in China 害羞R Im trying to find my people and build my algorithm brick by brick 中国有大型音乐剧社区吗害羞R 我正试图找到我的人并逐块构建我的算法,2025/1/14 2:00,67844535000000000801bef0,helloarihere,1千+,10+,1千+,10+,美国,"tiktok,tiktokrefugee",tiktokrefugee,Is there a big musical theatre community in China 害羞R Im trying to find my people and build my algorithm brick by brick 中国有大型音乐剧社区吗害羞R 我正试图找到我的人并逐块构建我的算法. Is there a big musical theatre community in China 害羞R Im trying to find my people and build my algorithm brick by brick 中国有大型音乐剧社区吗害羞R 我正试图找到我的人并逐块构建我的算法,big musical theatre community china im trying find people build algorithm brick brick big musical theatre community china im trying find people build algorithm brick brick,
67856c14000000000800e463,video,Tiktok refugees quick tips on rednote,Here are some quick tips for posting on Rednote lets follow each othe tiktok tiktokrefugee tiktok难民 文化输出 留学生 refugee american rednote meme 英语 @生活薯,2025/1/14 0:00,5bc83bcef27fe0000143d002,Bonjour_Fiona,10+,10+,10+,10+,其他,"tiktok,tiktokrefugee,tiktok难民,文化输出,留学生,refugee,american,rednote,meme,英语",Tiktok refugee,Tiktok refugees quick tips on rednote. Here are some quick tips for posting on Rednote lets follow each othe tiktok tiktokrefugee tiktok难民 文化输出 留学生 refugee american rednote meme 英语 @生活薯,tiktok refugees quick tips rednote quick tips posting rednote lets follow othe tiktok tiktokrefugee tiktok refugee american rednote meme,
6785c2b00000000019037613,video,TikTok refugee,tiktokrefugee你们感兴趣吗 tiktok,2025/1/14 0:00,678558420000000008019073,JustAnaa,10+,1,3,0,其他,"tiktokrefugee你们感兴趣吗,tiktok",Tiktok refugee,TikTok refugee. tiktokrefugee你们感兴趣吗 tiktok,tiktok refugee tiktokrefugee tiktok,
6785cf60000000000203fd34,normal,Hello new friends,Im Amanda an American tiktok refugeeexplorer mom of 3 little humans I occasionally post about my family our adventures and thoughts about being a medical mom I promise to be kind respectful and willing to learn 你好新朋友 我是阿曼达一个美国抖音难民探索者的母亲有3个小人类我偶尔会发布关于我的家人我们的冒险经历和关于成为医学妈妈的想法的帖子我保证善良尊重并愿意学习,2025/1/14 0:00,6785509d000000000803c03d,Amanda,1.2万,599,8732,1005,其他,"hello,american,tiktokrefugee,tiktokban,welcome",Tiktok refugee,Hello new friends. Im Amanda an American tiktok refugeeexplorer mom of 3 little humans I occasionally post about my family our adventures and thoughts about being a medical mom I promise to be kind respectful and willing to learn 你好新朋友 我是阿曼达一个美国抖音难民探索者的母亲有3个小人类我偶尔会发布关于我的家人我们的冒险经历和关于成为医学妈妈的想法的帖子我保证善良尊重并愿意学习,hello new friends im amanda american tiktok refugeeexplorer mom little humans post family adventures thoughts medical mom promise kind respectful willing learn,
6785ca5600000000180135a7,video,中 文 字 幕,tiktokrefugee 精神状态 中文 小红书,2025/1/14 2:00,5b09fd304eacab500f9a31ae,harpipapi（重生版）,1万+,1千+,1千+,1千+,中国,"tiktokrefugee,精神状态,中文,小红书",tiktokrefugee,中 文 字 幕. tiktokrefugee 精神状态 中文 小红书,tiktokrefugee,
6785614a000000001703dc6e,normal,Tiktok refugee,Hi,2025/1/14 0:00,67854f65000000000801fa6c,OL!VER,1千+,10+,10+,10+,其他,"fashion,vibe,outfit",Tiktok refugee,Tiktok refugee. Hi,tiktok refugee hi,
6785d56c000000001a035741,normal,Welcome to Red Note,For those from Tiktok the refugee landing page post is currently under review Thanks for your patience In the meantime you can use this page to introduce yourselves 对于来自 Tiktok 的朋友我拍的tiktok难民聚集地帖子目前正在审核中感谢您的耐心等待 在此期间您可以使用此页面进行自我介绍,2025/1/14 0:00,5ccb2526000000001700b8a0,Sugar,1万,438,1979,185,美国,,Tiktok refugee,Welcome to Red Note. For those from Tiktok the refugee landing page post is currently under review Thanks for your patience In the meantime you can use this page to introduce yourselves 对于来自 Tiktok 的朋友我拍的tiktok难民聚集地帖子目前正在审核中感谢您的耐心等待 在此期间您可以使用此页面进行自我介绍,welcome red note tiktok refugee landing page post review thanks patience use page introduce tiktok tiktok,
6785e4c500000000200258ef,video,TikTok refugee here 你好,Hi everybody looks like well be jumping ship here tiktokrefugee tiktok American,2025/1/14 0:00,671661d9000000001d0228fb,小红薯67171B28,5595,292,868,57,其他,"tiktokrefugee,tiktok,American",Tiktok refugee,TikTok refugee here 你好. Hi everybody looks like well be jumping ship here tiktokrefugee tiktok American,tiktok refugee hi everybody looks jumping ship tiktokrefugee tiktok american,
6785e75c000000002002610d,video,TikTok Refugee 101,家人们 tiktokban tiktokrefugee rednote,2025/1/14 4:46,5f7be0bc000000000101c622,extra.cilantro,5623,742,404,31,美国,"tiktokban,tiktokrefugee,rednote",Tiktok refugee,TikTok Refugee 101. 家人们 tiktokban tiktokrefugee rednote,tiktok refugee tiktokban tiktokrefugee rednote,
6785e86b000000000b030a68,normal,洋茉莉集合 Tiktok refugee like zayne make friends post,洋茉莉集合 Tiktok refugee like zayne make friends post,2025/1/14 0:00,661519b80000000007007eef,Lover次元军师,10+,5,10+,2,其他,"恋与深空,loveanddeepspace,zayne,黎深,tiktokrefugee",Tiktok refugee,洋茉莉集合 Tiktok refugee like zayne make friends post. 洋茉莉集合 Tiktok refugee like zayne make friends post,tiktok refugee zayne make friends post tiktok refugee zayne make friends post,
678590be00000000010024f9,video,so basically me,tiktok refugee tiktok tiktokrefugee american usa,2025/1/13 23:13,678561650000000008019e62,小红薯Isabella,1万+,1千+,1千+,1千+,美国,"tiktok,tiktokrefugee,american,usa",tiktokrefugee,so basically me. tiktok refugee tiktok tiktokrefugee american usa,tiktok refugee tiktok tiktokrefugee american usa,
6785ed85000000000b022756,video,TikTok refugees report here如何用小红书,Hey fellow Rednote users 派对R Since Ive been here for a while and there are so many new people coming to Rednote Id thought Id share some tips and experiences of my time here on this great app赞R As you might immediately notice everyone here is very supportive and friendly to each other so if there are any problems or questions were all happy to help 吃瓜R得意R If youre looking for the English version of the app please watch the tutorial in the video to switch to the English version 点赞R点赞R Hope youll have a great time here good luck learning Mandarin 偷笑R偷笑R tiktokrefugee tiktok tk难民 tiktok难民 洋抖外国人 外国人在中国 小红书 外国人 在座的各位都是红人,2025/1/14 0:00,6418234300000000120117a6,Finn,5.2万,4704,6677,2205,中国,"tiktokrefugee,tiktok,tk难民,tiktok难民,洋抖,外国人,外国人在中国,小红书,在座的各位都是红人",Tiktok refugee,TikTok refugees report here如何用小红书. Hey fellow Rednote users 派对R Since Ive been here for a while and there are so many new people coming to Rednote Id thought Id share some tips and experiences of my time here on this great app赞R As you might immediately notice everyone here is very supportive and friendly to each other so if there are any problems or questions were all happy to help 吃瓜R得意R If youre looking for the English version of the app please watch the tutorial in the video to switch to the English version 点赞R点赞R Hope youll have a great time here good luck learning Mandarin 偷笑R偷笑R tiktokrefugee tiktok tk难民 tiktok难民 洋抖外国人 外国人在中国 小红书 外国人 在座的各位都是红人,tiktok refugees report hey fellow rednote users ive many new people coming rednote id thought id share tips experiences time great app notice everyone supportive problems questions happy help youre looking english version app please watch tutorial video switch english version hope great time good luck learning mandarin tiktokrefugee tiktok tk tiktok,
6785b30c000000001903546f,normal,Is it true that I cant post about tarot and stuff like that 我不能发布关于塔罗牌之类的帖子这是真的吗,Is it true that I cant post about tarot and stuff like that 我不能发布关于塔罗牌之类的帖子这是真的吗,2025/1/14 2:00,678521c6000000000803ff55,MoondayKorah,1千+,10+,1千+,10+,波多黎各,tiktokrefugee,tiktokrefugee,Is it true that I cant post about tarot and stuff like that 我不能发布关于塔罗牌之类的帖子这是真的吗. Is it true that I cant post about tarot and stuff like that 我不能发布关于塔罗牌之类的帖子这是真的吗,true cant post tarot stuff true cant post tarot stuff,
6785d54e00000000010023e6,video,I love it here 我喜欢这里,tiktokrefugee american americantiktokrefugee tiktokban2025,2025/1/14 2:00,6628ca360000000007006e2f,Kananners,1万+,1千+,1万+,1千+,美国,"tiktokrefugee??,american,americantiktokrefugee,tiktokban2025",tiktokrefugee,I love it here 我喜欢这里. tiktokrefugee american americantiktokrefugee tiktokban2025,love tiktokrefugee american americantiktokrefugee tiktokban,
