note_id,type,cleaned_title,cleaned_desc,time,ip_location_x,liked_count_x,collected_count,comment_count,share_count,combined_text,processed,label_h
6784ae560000000017039c66,normal,千万别在小红书搜TT refugee,否则你的首页就会变成这样扯脸H 小红书快接住洋抖这泼天的富贵吧 刚刚看到一个很有趣的评论说大可不必去用英文评论他们自己中译英翻译也是能看懂的doge,2025/1/13 14:10,美国,10+,6,10+,10+,千万别在小红书搜TT refugee。否则你的首页就会变成这样扯脸H 小红书快接住洋抖这泼天的富贵吧 刚刚看到一个很有趣的评论说大可不必去用英文评论他们自己中译英翻译也是能看懂的doge,红书 接住 洋抖 富贵 有趣 评论 英文 评论 中译英 翻译,2.0
678b69c3000000001603db41,normal,来自难民的音乐,我想尝试将流行音乐和探戈融合在一起,2025/1/18 16:43,美国,10+,10+,10+,6,来自难民的音乐。我想尝试将流行音乐和探戈融合在一起,难民 音乐 尝试 流行音乐 探戈 融合,1.0
67af29b000000000180072b7,video,大电影开始我与小草莓Switfies相识的龙年,大家是从第几款周边和霉钞票开始进百万群的呢 回想起第一次想做的时候是大电影上映 在滨州这个小城市与小伙伴约起来自己设计一款霉钞 本来也只是想随便印一款给大家分分 没想到大家这么喜欢 刚开始不会开团 大家慢慢教我 第一款周边是百万霉钞 我们的群就叫百万霉国群 慢慢的从1个群到6个群 从普通的包装变成全紫色系 感谢我可爱的沁宝@沁 见证了我这一年的进步与成长 我的大管理我的嘴替我最厉害的公关老师 我本来也是一个嫌麻烦的人 不愿意参与饭圈里的东西 有些麻烦多亏群里的小草莓帮我讲话 幸好有大家 我才可以安心把这些东西做好 每次看见大家的返图 我很有成就感 这就是价值实现吧 感谢与各位小草莓相遇 希望在以后的日子里能为大家做更多美丽的周边 要努力成为霉霉周边纸制品的神 新的一年 希望大家都能像我霉一样 I think the first time I wanted to do a peripheral was when the big movies started coming out I didnt know people liked these so much Slowly from 1 fans group to 6 fans groups from the normal package to the full purple line Fortunately I can rest assured to do these things well with everyones understanding Thank you for meeting all the little strawberries In the New Year I hope everyone can be like TS Be strong Be poweful 霉霉 霉粉 taylor TaylorSwift 霉霉周边 霉钞 tiktok tiktokrefugee swifties,2025/2/14 19:32,山东,59,0,20,2,大电影开始我与小草莓Switfies相识的龙年。大家是从第几款周边和霉钞票开始进百万群的呢 回想起第一次想做的时候是大电影上映 在滨州这个小城市与小伙伴约起来自己设计一款霉钞 本来也只是想随便印一款给大家分分 没想到大家这么喜欢 刚开始不会开团 大家慢慢教我 第一款周边是百万霉钞 我们的群就叫百万霉国群 慢慢的从1个群到6个群 从普通的包装变成全紫色系 感谢我可爱的沁宝@沁 见证了我这一年的进步与成长 我的大管理我的嘴替我最厉害的公关老师 我本来也是一个嫌麻烦的人 不愿意参与饭圈里的东西 有些麻烦多亏群里的小草莓帮我讲话 幸好有大家 我才可以安心把这些东西做好 每次看见大家的返图 我很有成就感 这就是价值实现吧 感谢与各位小草莓相遇 希望在以后的日子里能为大家做更多美丽的周边 要努力成为霉霉周边纸制品的神 新的一年 希望大家都能像我霉一样 I think the first time I wanted to do a peripheral was when the big movies started coming out I didnt know people liked these so much Slowly from 1 fans group to 6 fans groups from the normal package to the full purple line Fortunately I can rest assured to do these things well with everyones understanding Thank you for meeting all the little strawberries In the New Year I hope everyone can be like TS Be strong Be poweful 霉霉 霉粉 taylor TaylorSwift 霉霉周边 霉钞 tiktok tiktokrefugee swifties,电影 草莓 相识 是从 钞票 想起 电影 上映 滨州 城市 小伙伴 设计 喜欢 开团 霉国 包装 紫色 感谢 可爱 沁宝沁 见证 成长 管理 厉害 公关 老师 麻烦 参与 东西 麻烦 草莓 讲话 幸好 安心 东西 做好 返图 价值 感谢 草莓 相遇 希望 日子 美丽 努力 霉霉 纸制品 神新 希望 霉霉霉粉 霉霉,1.0
6789257c000000001901423c,video,,中国人对美国人有哪些刻板印象请不要有所保留让我们把这里变成一个安全的讨论空间tiktokrefugee你们感兴趣吗 tiktok自然流账号定制 有想法轻松发 男士穿搭,2025/1/16 23:27,美国,10+,9,10+,1,。中国人对美国人有哪些刻板印象请不要有所保留让我们把这里变成一个安全的讨论空间tiktokrefugee你们感兴趣吗 tiktok自然流账号定制 有想法轻松发 男士穿搭,中国 美国 刻板 印象 保留 讨论 空间 感兴趣 账号 定制 想法 轻松 男士,1.0
6788afeb000000001c00cf0e,normal,小红书变小洋书这波搞钱商机赶紧冲,一觉醒来小红书变天了,2025/1/16 15:06,美国,123,79,7,44,小红书变小洋书这波搞钱商机赶紧冲。一觉醒来小红书变天了,小红书 变小 洋书 搞钱 商机 觉醒 红书 变天,1.0
678b410b0000000018017a6c,normal,大家好我是来自中國的畫師富貴,大家好我是来自中國的畫師富貴 Hello everyone Im an artist from China 大家好我是来自中國的中國绘画师 中國小紅書的朋友們大家好我是喜歡中國的中國人 我很高興因為通過紅色筆記我可以和大家聊天 我喜歡中國文化所以自己學習了中文中文真的真的非常困難對我但是我已經不需要翻澤器 希望大家多多聊天和我很高興認識你們 這些都是我的畫的圖圖一起來看看吧 如果你喜歡我的作品可以訂閱我,2025/1/18 13:50,美国,1万+,1千+,10+,10+,大家好我是来自中國的畫師富貴。大家好我是来自中國的畫師富貴 Hello everyone Im an artist from China 大家好我是来自中國的中國绘画师 中國小紅書的朋友們大家好我是喜歡中國的中國人 我很高興因為通過紅色筆記我可以和大家聊天 我喜歡中國文化所以自己學習了中文中文真的真的非常困難對我但是我已經不需要翻澤器 希望大家多多聊天和我很高興認識你們 這些都是我的畫的圖圖一起來看看吧 如果你喜歡我的作品可以訂閱我,中國 畫師 富貴 中國 畫師 富貴 中國 中國 绘画 中國 小紅書 朋友 喜歡 中國 中國 高興 紅色 筆記 聊天 喜歡 中國 文化 學習 中文 中文 困難 翻澤器 希望 聊天 高興 認識 圖圖 喜歡 作品 訂閱,1.0
678a2e5400000000190125b1,normal,,为什么中文可以像样这写but English no,2025/1/17 18:17,美国,0,0,3,0,。为什么中文可以像样这写but English no,中文 像样,1.0
678d1b6000000000170013d8,video,996工作制,中国人喜欢996工作吗 Do people in China like working 996 996 工作的意义 工作与生活 中国人 年轻人工作态度 996工作制 tiktokban tiktokrefugee,2025/1/19 23:33,美国,42,7,916,7,996工作制。中国人喜欢996工作吗 Do people in China like working 996 996 工作的意义 工作与生活 中国人 年轻人工作态度 996工作制 tiktokban tiktokrefugee,工作制 中国 喜欢 工作 工作 意义 工作 生活 中国 年轻人 工作 态度 工作制,2.0
678665ea000000001800c281,video,推荐页全是洋人让我们说中文,原来洋人起号就像呼吸一样简单失望R失望R 两条图文直接破五千粉 我就问能不能让洋人学中文 辛辛苦苦经营账号这么久不如人家ip在外的失望R失望R奇怪的文化输出 洋人 tiktokrefugee 大数据的力量 文化 文化输出 fyp 00后 苏水水 优质内容输出者,2025/1/14 21:26,美国,63,1,88,0,推荐页全是洋人让我们说中文。原来洋人起号就像呼吸一样简单失望R失望R 两条图文直接破五千粉 我就问能不能让洋人学中文 辛辛苦苦经营账号这么久不如人家ip在外的失望R失望R奇怪的文化输出 洋人 tiktokrefugee 大数据的力量 文化 文化输出 fyp 00后 苏水水 优质内容输出者,推荐 洋人 中文 洋人 起号 呼吸 简单 失望 失望 图文 洋人 中文 经营 账号 在外 失望 失望 奇怪 文化 输出 洋人 数据 力量 文化 文化 输出 苏水 优质 内容 输出,2.0
678af4fd000000001d013d59,normal,成功抖音难民社区,我成功了抖音难民聊天局成功,2025/1/18 8:25,美国,2,0,0,0,成功抖音难民社区。我成功了抖音难民聊天局成功,成功 难民 社区 成功 了抖 难民 聊天 成功,1.0
6785b24a000000002001a79f,video,TikTok Refugee here,美区加利福尼亚老留子向组织汇报工作 亲爱的小红书朋友们美区TikTok如果真要被关停了我可能只能在这里po我的日常发疯内容了我知道我以前在小红书发的内容都太一本正经了但那些真的比较沉重我搞笑不起来我日常生活中也是个搞笑女尤其和我老公在一起的时候至于我在TikTok上po发疯视频要在国服能发的话可能也就美妆和撸铁的视频了OK吗,2025/1/14 8:39,美国,290,15,40,8,TikTok Refugee here。美区加利福尼亚老留子向组织汇报工作 亲爱的小红书朋友们美区TikTok如果真要被关停了我可能只能在这里po我的日常发疯内容了我知道我以前在小红书发的内容都太一本正经了但那些真的比较沉重我搞笑不起来我日常生活中也是个搞笑女尤其和我老公在一起的时候至于我在TikTok上po发疯视频要在国服能发的话可能也就美妆和撸铁的视频了OK吗,美区 加利福尼亚 老留子 组织 汇报工作 亲爱 小红书 朋友 美区 关停 只能 发疯 内容 书发 内容 沉重 搞笑 搞笑 老公 发疯 视频 国服 美妆 撸铁 视频,1.0
67c125190000000029035a10,normal,聊天摸鱼群,闲聊摸鱼目前人不多来了就是元老级日常分享玩什么吃什么好玩有趣的可以分享未成年不要来本群高质量阳光帅哥美女聚集地,2025/2/28 10:53,江苏,1,0,4,1,聊天摸鱼群。闲聊摸鱼目前人不多来了就是元老级日常分享玩什么吃什么好玩有趣的可以分享未成年不要来本群高质量阳光帅哥美女聚集地,聊天 鱼群 闲聊 摸鱼 元老级 分享 好玩 有趣 分享 高质量 阳光 帅哥美女 聚集地,1.0
6784ffa4000000000800c703,normal,TikTok Refugee,vx翻译不行啊请求xhs连夜开辟新赛道泼天的富贵得接住,2025/1/13 19:57,澳大利亚,2,0,2,1,TikTok Refugee。vx翻译不行啊请求xhs连夜开辟新赛道泼天的富贵得接住,翻译 不行 请求 开辟 赛道 富贵 接住,1.0
678ab06a000000001602d137,normal,USA tiktokrefugee,美国抖音难民,2025/1/18 3:32,美国,22,1,32,0,USA tiktokrefugee。美国抖音难民,美国 难民,1.0
67a48c17000000002903a948,normal,互帮互助群聊,互帮互助 群满了新创了个群萌萌哒R 群内广告较多哭惹R单人作战管理效率低大家注意防骗仔细鉴别,2025/2/6 18:16,广东,63,11,125,8,互帮互助群聊。互帮互助 群满了新创了个群萌萌哒R 群内广告较多哭惹R单人作战管理效率低大家注意防骗仔细鉴别,群聊 新创 广告 单人 作战 管理效率 防骗 仔细 鉴别,1.0
67932719000000002803c384,normal,cos二次元交友群欢迎加入,欢迎二次元动漫爱好者的加入一起找漫展搭子一起出cos讨论动漫人物不卡颜,2025/1/24 13:37,上海,27,5,41,0,cos二次元交友群欢迎加入。欢迎二次元动漫爱好者的加入一起找漫展搭子一起出cos讨论动漫人物不卡颜,交友 动漫 爱好者 漫展 搭子 讨论 动漫 人物 不卡,1.0
67acc290000000001800bf05,normal,TK交流分享群欢迎进群,纯交流分享打广告别进打广告直接送机票马上关闭进群通道速进,2025/2/12 23:47,河南,3,1,7,0,TK交流分享群欢迎进群。纯交流分享打广告别进打广告直接送机票马上关闭进群通道速进,交流 分享 交流 分享 机票 关闭 进群 通道,1.0
6787871e000000001c00e683,normal,中国的朋友你们好我是来自中国的娜猫cos,啊啊啊啊刷到了很多高质量的歪果仁cos还有机甲覆面皮套对我的眼睛特别友好 怎么才能和那些coser难民聊天啊这对我很重要主要是不好意思私信 希望趁这个机会多多扩扩特摄人国人也是都想扩,2025/1/15 17:59,美国,602,84,64,8,中国的朋友你们好我是来自中国的娜猫cos。啊啊啊啊刷到了很多高质量的歪果仁cos还有机甲覆面皮套对我的眼睛特别友好 怎么才能和那些coser难民聊天啊这对我很重要主要是不好意思私信 希望趁这个机会多多扩扩特摄人国人也是都想扩,中国 朋友 中国 啊啊啊 刷到 高质量 果仁 机甲 面皮 眼睛 友好 难民 聊天 不好意思 私信 希望 机会 国人,1.0
6784ace0000000000b036906,video,tiktokrefugees,英语,2025/1/13 14:04,美国,0,0,0,0,tiktokrefugees。英语,英语,3.0
678789f5000000001803f856,video,一堆老外来小红书怎么搞美金,一早醒来小红书被美国人快端了哈哈 全给我推送美国tk refugees 我都以为走错地了 起因是美国马上准备封tk了美国的网友们急起来一起说要来入驻小红书了哈哈哈 小红书这泼天的流量你可要接住啊 借着这个热度 来说说我看到的一些今年的商机 2025 还是围绕这出海这个大趋势 有什么普通人可以抓住的机会 副业 tiktok 创业 外国人 tiktokrefugee,2025/1/15 18:12,美国,3,0,0,1,一堆老外来小红书怎么搞美金。一早醒来小红书被美国人快端了哈哈 全给我推送美国tk refugees 我都以为走错地了 起因是美国马上准备封tk了美国的网友们急起来一起说要来入驻小红书了哈哈哈 小红书这泼天的流量你可要接住啊 借着这个热度 来说说我看到的一些今年的商机 2025 还是围绕这出海这个大趋势 有什么普通人可以抓住的机会 副业 tiktok 创业 外国人 tiktokrefugee,老外 红书 美金 醒来 小红书 美国 推送 美国 错地 起因 美国 美国 网友 入驻 小红书 小红书 流量 可要 接住 热度 商机 围绕 出海 趋势 普通人 抓住 机会 副业 创业 外国人,1.0
678cd328000000001901057e,normal,欢迎美国朋友,美国朋友逐渐清醒了,2025/1/19 18:25,美国,10+,0,6,2,欢迎美国朋友。美国朋友逐渐清醒了,美国 朋友 美国 朋友 清醒,1.0
67c1a6fa000000002900b7a9,video,,麻将机品牌推广方案麻将机产品老板想要寻找更多合作商机吗2025 中国麻将机产业博览会汇聚行业精英同期举办中国掼蛋巡回赛全国首站杭州结合新媒体平台直播推广迅速打响新品知名度快来抢占新品推广先机 扬州棋牌经销商线下推广 南通麻将机品牌经商平台 湖州棋牌代理推广的平台 丽水麻将机代理展会现场 苏州麻将机行业媒体线下推广,2025/2/28 20:07,上海,0,0,0,0,。麻将机品牌推广方案麻将机产品老板想要寻找更多合作商机吗2025 中国麻将机产业博览会汇聚行业精英同期举办中国掼蛋巡回赛全国首站杭州结合新媒体平台直播推广迅速打响新品知名度快来抢占新品推广先机 扬州棋牌经销商线下推广 南通麻将机品牌经商平台 湖州棋牌代理推广的平台 丽水麻将机代理展会现场 苏州麻将机行业媒体线下推广,麻将机 品牌 推广 方案 麻将机 产品 老板 想要 寻找 合作 商机 中国 麻将机 产业 博览会 汇聚 行业 精英 举办 中国 巡回赛 全国 首站 杭州 媒体 平台 直播 推广 打响 新品 知名度 抢占 新品 推广 先机 扬州 棋牌 经销商 线下 推广 南通 麻将机 品牌 经商 平台 湖州 棋牌 代理 推广 平台 丽水 麻将机 代理 展会 现场 苏州 麻将机 行业 媒体 线下 推广,3.0
678615430000000020029968,video,给外国人一点大连美食震撼,写了好几年给李华的一封信方子也没想到有朝一日会用上石化R 请友友们在评论区跟他们说大连的景点大连的美食斜眼R 国际方上线 感谢@小橙爱做梦的授权分享 tiktokrefugees大连特产水一方0糖烤虾 追剧小零食办公室小零食tiktokban东南西北年味集洋抖关闭大连旅游大连美食,2025/1/14 15:41,美国,3,0,12,0,给外国人一点大连美食震撼。写了好几年给李华的一封信方子也没想到有朝一日会用上石化R 请友友们在评论区跟他们说大连的景点大连的美食斜眼R 国际方上线 感谢@小橙爱做梦的授权分享 tiktokrefugees大连特产水一方0糖烤虾 追剧小零食办公室小零食tiktokban东南西北年味集洋抖关闭大连旅游大连美食,外国人 美食 震撼 李华 方子 会用 友友 评论 景点 美食 斜眼 国际 上线 感谢 做梦 授权 分享 特产 追剧 零食 办公室 零食 东南西北 年味 集洋 关闭 大连旅游 美食,1.0
678cef81000000001801c997,video,普通人一定要抓住洋抖难民这个流量风口,大家不要放过这个开拍双语翻译呀生气R tiktok tiktokrefugee 美国人入侵小红书 双语字幕制作免费 和外国人交流 副业 搞钱风口 搞钱思维开拍app 小红书运营 你觉得外国人进入小红书是好事吗PK,2025/1/19 20:26,上海,10+,10+,5,4,普通人一定要抓住洋抖难民这个流量风口。大家不要放过这个开拍双语翻译呀生气R tiktok tiktokrefugee 美国人入侵小红书 双语字幕制作免费 和外国人交流 副业 搞钱风口 搞钱思维开拍app 小红书运营 你觉得外国人进入小红书是好事吗PK,普通人 抓住 难民 流量 风口 放过 开拍 双语 翻译 生气 美国 入侵 小红书 双语 字幕 制作 免费 外国人 交流 副业 搞钱 风口 搞钱 思维 开拍 小红书 运营 外国人 小红书 好事,1.0
6792e3c2000000002901dc84,video,加入我的Palworld服务器吧,寻找想加入我的Palworld服务器的活跃玩家服务器将全天候开放您可以随时加入请加入下面的群组获取服务器信息palworld gaming friends tiktokrefugee,2025/1/24 8:50,美国,51,0,7,0,加入我的Palworld服务器吧。寻找想加入我的Palworld服务器的活跃玩家服务器将全天候开放您可以随时加入请加入下面的群组获取服务器信息palworld gaming friends tiktokrefugee,服务器 寻找 服务器 活跃 玩家 服务器 全天候 开放 群组 获取 服务器 信息,3.0
678f48c9000000002902c455,normal,,总有公知喜欢泼凉水感谢他们这反而更激励我们继续努力始终坚持四个自信人人都努力让我们的国家变得更宜居更友善更富强超越他们所认为的乌托邦,2025/1/21 15:12,美国,6,0,0,0,。总有公知喜欢泼凉水感谢他们这反而更激励我们继续努力始终坚持四个自信人人都努力让我们的国家变得更宜居更友善更富强超越他们所认为的乌托邦,公知 喜欢 凉水 感谢 激励 努力 自信 努力 国家 变得 宜居 友善 富强 超越 乌托邦,1.0
6788647000000000160195a0,normal,,一大早发现刷到的全是洋人这不得把洋文6级拿出来复习复习 话说这中美人民都开始对账了那湾湾的美吹可咋整暗中观察R,2025/1/16 9:44,美国,1,0,0,0,。一大早发现刷到的全是洋人这不得把洋文6级拿出来复习复习 话说这中美人民都开始对账了那湾湾的美吹可咋整暗中观察R,发现 刷到 全是 洋人 洋文 复习 复习 人民 对账 那湾湾 观察,1.0
6786dd10000000001801f4f4,normal,Let me introduce myself,Hi _,2025/1/15 5:54,美国,24.6万,7206,4万,1393,Let me introduce myself。Hi _,,1.0
678c02d4000000001d01275e,video,到底要干啥啊,大半夜找了个老外聊天刚过几分钟就注销了感觉怪怪的tiktok难民老外,2025/1/19 3:36,美国,216,22,788,12,到底要干啥啊。大半夜找了个老外聊天刚过几分钟就注销了感觉怪怪的tiktok难民老外,老外 聊天 注销 感觉 难民 老外,2.0
678732e90000000021002013,video,大批TT难民涌入小红书变天了笑哭RBUT,一打开小红书看到好多美国人甚至怀疑这还是小红书嘛有点懵不过能看到如此盛况还有点新奇一句话彼此尊重互相学习的时代来了一些人看到了商机一些人还在犹豫就看你能不能把握住了 tiktokrefugee tiktokban tiktok_refugee 小红书,2025/1/15 12:00,美国,1,0,1,0,大批TT难民涌入小红书变天了笑哭RBUT。一打开小红书看到好多美国人甚至怀疑这还是小红书嘛有点懵不过能看到如此盛况还有点新奇一句话彼此尊重互相学习的时代来了一些人看到了商机一些人还在犹豫就看你能不能把握住了 tiktokrefugee tiktokban tiktok_refugee 小红书,难民 涌入 小红书 变天 打开 小红书 美国 怀疑 盛况 新奇 尊重 互相学习 时代 商机 犹豫 把握住 红书,1.0
